Чишмы-Уфа;151;Уфа;62,2843813573507;73,0739957909835;Уфа;62,2843813573507;73,0739957909835;51
Уфа АЦ ВАЗ-Аэропорт;110;Поселок Чесноковка (в ст. Аэропорта);62,1875;72,7958984375;Уфа;62,2843813573507;73,0739957909835;51
Стерлитамак (кол. Рынок) - Наумовка;109;Наумовка;62,2061882019043;70,7599411010742;Стерлитамак;62,2137942930468;70,9302315225407;48
"""Уфа - Сады """"Нарат""""""";152;Уфа;62,2843813573507;73,0739957909835;"""Сады """"Нарат""""""";61,8999290466309;72,4119567871094;48
Салават АВ- Стерлитамак АВ;101;Стерлитамак;62,2137942930468;70,9302315225407;Васильевка 2(прямое);62,1845893859863;70,6482162475586;47
Уфа (Северный автовокзал)-Федоровка;132;Уфа;62,2843813573507;73,0739957909835;Уфа;62,2843813573507;73,0739957909835;47
Уфа (ул. Дзержинского) - Аэропорт;101;Поселок Чесноковка (в ст. Аэропорта);62,1875;72,7958984375;Уфа;62,2843813573507;73,0739957909835;47
Уфа (Южный автовокзал) - Б.Славы - Авдон;122;Авдон;61,9432601928711;72,9004592895508;Уфа;62,2843813573507;73,0739957909835;46
Шаран-Туймазы;119;Шаран;60,0476789474487;73,186351776123;с. Наратасты;60,0133094787598;73,1461715698242;45
Уфа (Южный автовокзал) - Нижегородка;164;п. Зубово 1;62,1678695678711;72,807502746582;Уфа;62,2843813573507;73,0739957909835;45
"""Уфа - Сады """"Лесная поляна""""""";123;"""Сады """"Лесная поляна""""""";62,1466789245605;72,8246612548828;Уфа;62,2843813573507;73,0739957909835;44
"""Уфа фирма МИР - Сады """"Демские""""""";135;Сады (обратное);62,1694488525391;70,8558883666992;Уфа;62,2843813573507;73,0739957909835;44
Нефтекамск - Карманово;112 э;Нефтекамск;60,3442287804945;75,6877160702112;Карманово;60,6490783691406;75,9502487182617;44
Стерлитамак АВ-сан. Красноусольский;282;Красноусольский;62,7925933837891;71,4237482706706;Стерлитамак;62,2137942930468;70,9302315225407;44
Нефтекамск АВ - Уфа (Южный автовокзал);588;Нефтекамск;60,3442287804945;75,6877160702112;Дюртюли;60,9999590421978;74,4713568436472;43
Нефтекамск-Калтасы;113;Краснохолмский;61,1543106079102;75,4824111938477;Нефтекамск;60,3442287804945;75,6877160702112;43
Уфа (Южный автовокзал) - Ц.Рынок - Миловка;112;Миловка;62,0798301696777;73,1148834228516;Уфа;62,2843813573507;73,0739957909835;42
"""Уфа - Сады """"Бачурино""""""";113 к;Уфа;62,2843813573507;73,0739957909835;Затон КПМ (межгород);62,1130905151367;73,1513366699219;42
Октябрьский-Туймазы;106;Октябрьский;59,4753243965015;72,540652091043;Туймазы;59,4035186767578;72,3084030151367;42
Белебей-Приютово;101;Белебей;60,1639169262302;71,8110947147492;Родники (для 101 м-та);60,1141395568848;71,7473831176758;42
сан. Красноусольск - Уфа;552С;Красноусольский;62,7925933837891;71,4237482706706;Уфа;62,2843813573507;73,0739957909835;41
Октябрьский - Уфа экспресс;600;Октябрьский;59,4753243965015;72,540652091043;Уфа;62,2843813573507;73,0739957909835;41
Бирск - Уфа ч/з Зап. развилку;535;Бирск;61,7834456307547;74,3506142752511;Уфа;62,2843813573507;73,0739957909835;40
Октябрьский - Туймазы ч/з Нарышево;106;Октябрьский;59,4753243965015;72,540652091043;Старые Туймазы;59,597770690918;72,675048828125;40
Уфа - Кушнаренково;258;Уфа;62,2843813573507;73,0739957909835;Подымалово (в ст. города);61,9805908203125;73,2835922241211;39
Нефтекамск-Амзя;116;Нефтекамск;60,3442287804945;75,6877160702112;Музяково;60,4707183837891;75,8082885742188;39
Нефтекамск-Янаул;114;Нефтекамск;60,3442287804945;75,6877160702112;Раздолье;60,4789581298828;75,7915878295898;39
Салават АВ- Стерлитамак АВ;101;Салават;62,1580488031561;70,4199778238932;Васильевка;62,1779518127441;70,628776550293;39
Уфа (Южный автовокзал) - Таптыково;164 Т;Уфа;62,2843813573507;73,0739957909835;Уфа;62,2843813573507;73,0739957909835;39
Нефтекамск-Кармановская ГРЭС;112;пос. Энергетик (Карманово);60,6646003723145;75,9872436523438;Карманово;60,6490783691406;75,9502487182617;38
Нефтекамск-Янаул;114;Янаул;61,0832973827015;76,021052273837;Гудбурово;60,9326210021973;75,9318695068359;38
Нефтекамск АВ - Уфа (Южный автовокзал);588;Уфа;62,2843813573507;73,0739957909835;Дюртюли;60,9999590421978;74,4713568436472;38
Октябрьский-Туймазы;106;Старые Туймазы (в ст. Туймазы АВ);59,6004981994629;72,6756286621094;Туймазы;59,7044503061395;72,7754761545282;37
"""Стерлитамак - Сады """"Каучук 5/3""""""";157-б;Сады Луч;62,0560302734375;70,8874969482422;Стерлитамак;62,2137942930468;70,9302315225407;37
Нефтекамск АВ - Уфа (Южный автовокзал);588;Дюртюли;60,9999590421978;74,4713568436472;Уфа;62,2843813573507;73,0739957909835;36
Нефтекамск - Амзя - 9 км;116-2;Нефтекамск;60,3442287804945;75,6877160702112;Амзя 1;60,4749298095703;75,9521636962891;36
Туймазы - Уфа;590;Уфа;62,2843813573507;73,0739957909835;Туймазы;59,7044503061395;72,7754761545282;36
Уфа АЦ ВАЗ-Аэропорт;110;Металлобаза (в ст. города);62,1713600158691;72,7459030151367;Уфа;62,2843813573507;73,0739957909835;36
"""Уфа фирма МИР - Сады """"Демские""""""";135;Уфа;62,2843813573507;73,0739957909835;Сады (обратное);62,1694488525391;70,8558883666992;36
Стерлитамак - Сады Сосновка;132;СНТ Заря;62,2682495117188;70,8270874023438;Стерлитамак;62,2137942930468;70,9302315225407;36
Нефтекамск-Янаул;114;Нефтекамск;60,3442287804945;75,6877160702112;Кувакино;60,5896492004395;75,8407363891602;36
Нефтекамск-Кармановская ГРЭС;112;Карманово;60,6490783691406;75,9502487182617;пос. Энергетик (Карманово);60,6646003723145;75,9872436523438;35
Нефтекамск-Калтасы;113;Нефтекамск;60,3442287804945;75,6877160702112;Кариево;60,5086288452148;75,5333633422852;35
Нефтекамск АВ - Уфа (Южный автовокзал);588;Дюртюли;60,9999590421978;74,4713568436472;Нефтекамск;60,3442287804945;75,6877160702112;35
Туймазы - Якшаево;1;Туймазы;59,4035186767578;72,3084030151367;Октябрьский;59,4753243965015;72,540652091043;35
"""Стерлитамак - Сады """"Ясное""""""";157;Ясное 2;NULL;NULL;Стерлитамак;62,2137942930468;70,9302315225407;35
Шаран-Туймазы;119;Туймазы;59,7044503061395;72,7754761545282;Наратасты (в ст. Чалмалы);60,0105094909668;73,1449279785156;34
Петровск-Макарово-Стерлитамак;103;Петровское АС;62,6946296691895;70,8995132446289;Стерлитамак;62,2137942930468;70,9302315225407;34
Стерлитамак - Мебельный;106;пос. Мебельный;62,3743896484375;71,0879135131836;Стерлитамак;62,2137942930468;70,9302315225407;34
Кумертау-Ермолаево;102;Ермолаево;62,0499105453491;69,2097702026367;Ермолаево;62,0499105453491;69,2097702026367;34
Октябрьский- Серафимовский;12;Октябрьский;59,4753243965015;72,540652091043;Серафимовский;59,7897135416667;72,4846954345703;34
Нефтекамск - Амзя - 9 км;116-2;Нефтекамск;60,3442287804945;75,6877160702112;Музяково;60,4707183837891;75,8082885742188;33
Стерлитамак (кол. Рынок) - Наумовка;109;Стерлитамак;62,2137942930468;70,9302315225407;Покровка;62,4311790466309;71,3377685546875;33
Туймазы- Октябрьский- Серафимовский;2;Туймазы АС;59,4032287597656;72,3089370727539;Октябрьский;59,4753243965015;72,540652091043;33
"""Стерлитамак - Сады """"Ясное 2""""""";157-2;Сады Рассвет;62,0581588745117;70,9159393310547;Стерлитамак;62,2137942930468;70,9302315225407;33
Уфа - Агидель;586;Агидель;60,0021919250488;75,3203796386719;Уфа;62,2843813573507;73,0739957909835;32
Стерлитамак - Мебельный;106;Стерлитамак;62,2137942930468;70,9302315225407;пос. Мебельный;62,3743896484375;71,0879135131836;32
Стерлитамак (кол. Рынок) - Наумовка;109;Стерлитамак;62,2137942930468;70,9302315225407;Стерлитамак;62,2137942930468;70,9302315225407;32
Октябрьский - Уфа экспресс;600;Уфа;62,2843813573507;73,0739957909835;Октябрьский;59,4753243965015;72,540652091043;32
"""Стерлитамак - Сады """"Подлесное""""""";159;Подлесное;62,1949691772461;71,2623519897461;Стерлитамак;62,2137942930468;70,9302315225407;32
Белебей-Приютово;101;Родники (для 101 м-та);60,1141395568848;71,7473831176758;Белебей;60,1639169262302;71,8110947147492;32
Нефтекамск-Красный Холм;115;Краснохолмский;61,1543106079102;75,4824111938477;Нефтекамск;60,3442287804945;75,6877160702112;32
Нефтекамск - Амзя - 9 км;116-2;Нефтекамск;60,3442287804945;75,6877160702112;Раздолье;60,4789581298828;75,7915878295898;31
"""Стерлитамак - Сады """"Веселое""""""";126;Сады Родничок;62,0120697021484;70,8868865966797;Стерлитамак;62,2137942930468;70,9302315225407;31
Нефтекамск - Амзя - 9 км;116-2;Амзя 1;60,4749298095703;75,9521636962891;Амзя;61,9794998168945;71,3588485717773;31
Салават-Сухаревка;106;Салават;62,1580488031561;70,4199778238932;Корнеевка(прямое);62,0412101745605;70,3550109863281;31
Нефтекамск-Ст.Уразаево с/о;108;ост. Ташкиново (в ст.города);60,3433303833008;75,5858612060547;Очистные сооружения;60,2834815979004;75,5764236450195;31
Нефтекамск-Красный Холм;115;Нефтекамск;60,3442287804945;75,6877160702112;Краснохолмский;61,1543106079102;75,4824111938477;30
Нефтекамск-Янаул;114;Гудбурово;60,9326210021973;75,9318695068359;Янаул;61,0832973827015;76,021052273837;30
Салават АВ- Стерлитамак АВ;101;Салават;62,1580488031561;70,4199778238932;Кантюковка(прямое);62,1888618469238;70,5685272216797;29
Шаран-Туймазы;119;Туймазы;59,7044503061395;72,7754761545282;Агиртамак (в ст. Ермунчино);59,7787017822266;72,8214492797852;29
Уфа (Южный автовокзал) - Б.Славы - Авдон;122;Уфа;62,2843813573507;73,0739957909835;Авдон;61,9432601928711;72,9004592895508;29
Стерлитамак - Максимовка - Алга;298;Стерлитамак;62,2137942930468;70,9302315225407;Сетрлитамакский Зерносовхоз МГ;61,882740020752;70,7686767578125;29
Шаран-Туймазы;119;Шаран;60,0476789474487;73,186351776123;с. Чалмалы;59,9819412231445;73,1319427490234;29
Салават-Мелеуз;102;Зирган МГ (в ст.Оренбурга);62,1684303283691;70,157096862793;Мелеуз;62,2065202985491;69,681296648298;28
Уфа - Янаул ч/з зап. Развилку;584;Бирск;61,7834456307547;74,3506142752511;Уфа;62,2843813573507;73,0739957909835;28
Уфа - Янаул ч/з зап. Развилку;584;Уфа;62,2843813573507;73,0739957909835;Бирск;61,7834456307547;74,3506142752511;28
Нефтекамск-Янаул;114;Нефтекамск;60,3442287804945;75,6877160702112;Никольск;60,6564483642578;75,8727874755859;28
Уфа - Архангельское ч/з Булгаково;582;Уфа;62,2843813573507;73,0739957909835;пер. Архангельское;63,1054191589355;72,3757781982422;27
Шаран-Туймазы;119;с. Тюменяк (в ст. Туймазы);59,8119201660156;72,9230194091797;Туймазы;59,7044503061395;72,7754761545282;27
Нефтекамск-Ст. Буртюк;105а;пер.Куяново МГ;60,6455917358398;75,1280670166016;Нефтекамск;60,3442287804945;75,6877160702112;27
Уфа - Бирск ч/з Благовещенск;534;Бирск;61,7834456307547;74,3506142752511;Уфа;62,2843813573507;73,0739957909835;27
Уфа - Октябрьский через Туймазы;600 Т;Уфа;62,2843813573507;73,0739957909835;Туймазы;59,7044503061395;72,7754761545282;27
"""Стерлитамак - Сады """"Подлесное""""""";159;Стерлитамак;62,2137942930468;70,9302315225407;Подлесное;62,1949691772461;71,2623519897461;27
Уфа - Архангельское ч/з Булгаково;582;пер. Архангельское;63,1054191589355;72,3757781982422;Уфа;62,2843813573507;73,0739957909835;27
Уфа-Н.Киешки;572;Уфа;62,2843813573507;73,0739957909835;Кармаскалы;62,1264495849609;71,1268615722656;27
Уфа (К.Рынок)-Иглино;165;Уфа;62,2843813573507;73,0739957909835;Иглино;62,7044525146484;73,1967029571533;27
Дюртюли - Уфа;536;Дюртюли;60,9999590421978;74,4713568436472;Уфа;62,2843813573507;73,0739957909835;27
