Уфа;62,2843813573507;73,0739957909835;п. Ягодная поляна 2;62,0025596618652;73,1233673095703;16,143;17,587;11,049;0
Сады Родничок;62,0120697021484;70,8868865966797;Стерлитамак;62,2137942930468;70,9302315225407;4,043;15,811;24,194;0
Уфа;62,2843813573507;73,0739957909835;Сады УАИ (в ст. Мусино);62,1769104003906;72,3410034179688;15,652;21,009;7,35;0
Стерлитамак;62,2137942930468;70,9302315225407;Стерлибашево;61,4433002471924;70,5663757324219;8,426;20,238;13,369;1,6
Металлобаза (в ст. Аэропорта);62,1709518432617;72,7439422607422;Уфа;62,2843813573507;73,0739957909835;14,055;11,468;14,738;2,679
"""Сады """"Акбердино""""""";62,4571990966797;72,7865219116211;Уфа;62,2843813573507;73,0739957909835;12,825;13,654;10,729;5,333
Шаран;60,0476789474487;73,186351776123;Уфа;62,2843813573507;73,0739957909835;15,525;10,042;16,412;0
Нефтекамск;60,3442287804945;75,6877160702112;д. Зубовка;60,3143310546875;75,8270874023438;21,5;12,682;6,045;1,692
пос. Энергетик (Карманово);60,6646003723145;75,9872436523438;Кармановская ГРЭС;60,71923828125;75,9933090209961;10,877;10,135;9;11,513
6 совхоз (прямое);62,2353210449219;70,8113098144531;Стерлитамак;62,2137942930468;70,9302315225407;12,866;14,5;9,495;4,188
Белебей;60,1639169262302;71,8110947147492;Родники (для 101 м-та);60,1141395568848;71,7473831176758;6,681;21,785;9,211;2,798
Уфа;62,2843813573507;73,0739957909835;пер. Нижегородка;62,1099700927734;72,7769393920898;11,144;13,474;13,152;2,333
Уфа;62,2843813573507;73,0739957909835;Волково;61,8612289428711;73,3411331176758;15,802;11,507;10,224;2,5
Туймазы;59,7044503061395;72,7754761545282;Наратасты (в ст. Чалмалы);60,0105094909668;73,1449279785156;3,868;19,977;13,73;2,404
Тикеево;63,2452011108398;73,1865386962891;Уфа;62,2843813573507;73,0739957909835;5,334;8,817;11,697;13,833
"""Сады """"Бачурино""""""";62,1343002319336;73,3845062255859;Уфа;62,2843813573507;73,0739957909835;7,761;6,8;25,028;0
Уфа;62,2843813573507;73,0739957909835;Иглино;62,7044525146484;73,1967029571533;9,421;18,308;11,729;0
Янаул;61,0832973827015;76,021052273837;Уфа;62,2843813573507;73,0739957909835;8,886;3,081;4,435;23
Старые Туймазы (в ст. Туймазы АВ);59,6004981994629;72,6756286621094;Туймазы;59,7044503061395;72,7754761545282;13,855;16,921;7,603;1
Раздолье;60,4789581298828;75,7915878295898;Кувакино;60,5896492004395;75,8407363891602;6,75;13,5;8,25;10,8
Нефтекамск;60,3442287804945;75,6877160702112;Кариево;60,5086288452148;75,5333633422852;6,812;25,12;7,318;0
Бижбуляк;60,3278388977051;71,0451889038086;Уфа;62,2843813573507;73,0739957909835;9,873;11,556;17,75;0
Стерлитамак;62,2137942930468;70,9302315225407;"""Сады """"Майские""""""";62,1595001220703;70,7094268798828;17,923;17,178;3,713;0
Стерлитамак;62,2137942930468;70,9302315225407;Васильевка 2(прямое);62,1845893859863;70,6482162475586;4,282;19,23;12,319;2,981
Октябрьский;59,4753243965015;72,540652091043;Серафимовский;59,7897135416667;72,4846954345703;3,681;26,016;8,934;0
Карманово;60,6490783691406;75,9502487182617;пос. Энергетик (Карманово);60,6646003723145;75,9872436523438;9,189;15,541;7,757;5,775
Агидель;60,0021919250488;75,3203796386719;Уфа;62,2843813573507;73,0739957909835;12,777;12,529;12,893;0
пос. Мебельный;62,3743896484375;71,0879135131836;Стерлитамак;62,2137942930468;70,9302315225407;16;11,08;6,048;4,917
Туймазы АС;59,4032287597656;72,3089370727539;Октябрьский;59,4753243965015;72,540652091043;4,2;17,489;12,388;3,675
Иглино;62,7044525146484;73,1967029571533;Уфа;62,2843813573507;73,0739957909835;19,078;10,996;6,314;1
Янаул;61,0832973827015;76,021052273837;Гудбурово;60,9326210021973;75,9318695068359;3,531;21,756;10,917;1
Подлесное;62,1949691772461;71,2623519897461;Стерлитамак;62,2137942930468;70,9302315225407;6,484;0;30,38;0
Шаран;60,0476789474487;73,186351776123;с. Наратасты;60,0133094787598;73,1461715698242;3,714;18,744;14,26;0
Сибай;65,2238910481081;69,2290459325758;Исяново;64,7729034423828;69,408203125;15,5;21;0;0
Бирск;61,7834456307547;74,3506142752511;Гараж Мишкино;62,2247200012207;74,5857772827148;7,933;19,472;8,917;0
Уфа;62,2843813573507;73,0739957909835;Тикеево;63,2452011108398;73,1865386962891;11,37;9,767;12,022;3
Уфа;62,2843813573507;73,0739957909835;п. Зубово 1;62,1678695678711;72,807502746582;13,91;11,936;8,013;2,286
пер.Куяново МГ;60,6455917358398;75,1280670166016;Нефтекамск;60,3442287804945;75,6877160702112;16,746;11,17;6,71;1,333
Уфа;62,2843813573507;73,0739957909835;Подымалово (в ст. города);61,9805908203125;73,2835922241211;6,267;14,719;12,926;1,966
Нефтекамск;60,3442287804945;75,6877160702112;Кутлинка;60,4337310791016;75,627571105957;15,201;15,57;5,103;0
Уфа;62,2843813573507;73,0739957909835;Красноусольский;62,7925933837891;71,4237482706706;0;15,223;16,105;4,518
д. Лекаревка;61,9461402893066;72,7589111328125;Уфа;62,2843813573507;73,0739957909835;6,455;10,786;10,5;7,917
Гараж Мишкино;62,2247200012207;74,5857772827148;Уфа;62,2843813573507;73,0739957909835;10,131;14,578;10,838;0
Нефтекамск;60,3442287804945;75,6877160702112;Кутерем;60,6150016784668;75,4841003417969;11,566;18,153;5,787;0
Гудбурово;60,9326210021973;75,9318695068359;Янаул;61,0832973827015;76,021052273837;11,267;18,132;4,27;1,5
Уфа;62,2843813573507;73,0739957909835;"""Сады """"Сар-Саз"""" (в ст. Мусино)""";62,1816711425781;72,4375076293945;11,45;17,324;5,959;0
Никольск;60,6564483642578;75,8727874755859;Нефтекамск;60,3442287804945;75,6877160702112;11,145;15,816;5,48;2,2
Салават;62,1580488031561;70,4199778238932;Васильевка;62,1779518127441;70,628776550293;5,032;15,133;11,023;3,31
Уфа;62,2843813573507;73,0739957909835;Населенный пункт Нагаево;62,3907203674316;72,8090362548828;12,543;8,891;12,875;0
Стерлитамак;62,2137942930468;70,9302315225407;Сетрлитамакский Зерносовхоз МГ;61,882740020752;70,7686767578125;2,663;17,976;12,008;1,5
Ермолаево;62,0499105453491;69,2097702026367;Ермолаево;62,0499105453491;69,2097702026367;11,851;16,419;4,414;1,375
Стерлитамак;62,2137942930468;70,9302315225407;Сады Родничок;62,0120697021484;70,8868865966797;20,48;11,655;1,583;0
Раздолье;60,4789581298828;75,7915878295898;Нефтекамск;60,3442287804945;75,6877160702112;9,671;14,5;6,733;2,767
Стерлитамак;62,2137942930468;70,9302315225407;Подлесное;62,1949691772461;71,2623519897461;26,431;2,059;5,142;0
Стерлитамак;62,2137942930468;70,9302315225407;Талачево;62,036449432373;71,1645584106445;10,744;12,361;10,405;0
Уфа;62,2843813573507;73,0739957909835;Салават;62,1580488031561;70,4199778238932;5,684;9,336;13,46;5
Сады Факел;61,8391990661621;73,4690704345703;Уфа;62,2843813573507;73,0739957909835;11,4;0;22,063;0
Гараж Мишкино;62,2247200012207;74,5857772827148;Бирск;61,7834456307547;74,3506142752511;19,398;9,344;4,718;0
Уфа;62,2843813573507;73,0739957909835;Микрорайон «Федоровка»;62,4191093444824;72,9360885620117;20,944;4,125;5,385;3
Нефтекамск;60,3442287804945;75,6877160702112;Ташкиново;60,3443794250488;75,5878829956055;5,629;14,522;11,281;1,949
Нефтекамск;60,3442287804945;75,6877160702112;Ст. Янзигит;60,1750907897949;75,1366424560547;6,573;11,211;15,286;0
Старые Камышлы;61,9919891357422;73,4319000244141;Уфа;62,2843813573507;73,0739957909835;7,538;0;25,5;0
пос. Энергетик (Карманово);60,6646003723145;75,9872436523438;Нефтекамск;60,3442287804945;75,6877160702112;14,92;13,267;3,577;1,25
Нефтекамск;60,3442287804945;75,6877160702112;пер.Куяново МГ;60,6455917358398;75,1280670166016;4,545;15,985;11,256;1,161
Уфа;62,2843813573507;73,0739957909835;Гараж Мишкино;62,2247200012207;74,5857772827148;8,918;15,347;8,667;0
Уфа;62,2843813573507;73,0739957909835;Белебей;60,1639169262302;71,8110947147492;10,103;13,027;8,767;1
Затон КПМ (межгород);62,1130905151367;73,1513366699219;Уфа;62,2843813573507;73,0739957909835;15,6;5,75;2,8;8,667
Уфа;62,2843813573507;73,0739957909835;Авдон;61,9432601928711;72,9004592895508;12,37;7,934;11,421;1
