Караидель - Нефтекамск;968;38.000000000000
Туймазы - Уфа через Кандры;595;38.000000000000
Янаул-Калтасы;102;35.750000000000
Уфа - Кандры;737;35.500000000000
Уфа - Валентиновка;592;35.250000000000
Стерлитамак - Семенкино;115;35.000000000000
Уфа -Стерлитамак;531;33.000000000000
Уфа - Аскино ч/з Зап. развилку;567;33.000000000000
Баймак - Акъяр ч/з Юлдыбаево;939;32.500000000000
Бирск-Мишкино;120;32.500000000000
Приютово - Стерлитамак;623;32.500000000000
Янаул-Кр. Холм;109;32.250000000000
"""Уфа - Сады """"Факел""""""";111 к;32.000000000000
Верхнеяркеево - Нефтекамск;762;31.000000000000
"""Уфа - с/х """"Шемяк""""""";109;30.999999999994
Уфа - Учалы;593;30.250000000000
Октябрьский- Серафимовский;12;29.750000000000
Белорецк- Миндяк;109;29.500000000000
Верхнеяркеево - Туймазы;917;29.250000000000
Нефтекамск-Куяново;102;29.250000000000
Уфа - Белебей;530;29.250000000000
Нефтекамск-Саузбашево;110;29.000000000000
Дюртюли-Бирск (переправа);115;29.000000000000
Стерлитамак-Красноусольск АС;282;29.000000000000
Уфа (К.Рынок)-В.Изяк;105;28.500000000000
Белорецк - Учалы;805;28.000000000000
Кутлугуза-Стерлитамак;116;27.500000000000
Уфа - Бураево ч/з Зап. развилку;594;27.333333333332
Стерлитамак АВ-Стерлибашево АС- Янгурча;170;26.750000000000
Салават-Сухаревка;106;26.500000000000
Петровск (Петровское)-Стерлитамак;116;26.000000000000
"""Уфа - П/т """"Автомобилист""""""";126;26.000000000000
Стерлитамак - Утяково;154;25.000000000000
Нордовка-Салават;123 ф;24.333333333331
Уфа - Мраково;601;24.250000000000
Кумертау-Мраково;118;23.500000000000
Белебей - Уфа;530Р;23.500000000000
Уфа (Южный автовокзал)-Тимкино;121 соц;23.000000000000
Аскарово- Сибай;844;21.750000000000
Саит-Баба-Уфа;741;21.500000000000
Сибай-Исяново;522;21.000000000000
Бакалы - Туймазы;629;20.999999999994
Бирск-Баймурзино;127;20.500000000000
Уфа (Южный автовокзал) - сан. Алкино;127;20.333333333330
Кармаскалы-Уфа (Южный автовокзал);253 соц;20.000000000000
Архангельское - Стерлитамак ч/з З.Караново;919;20.000000000000
Стерлитамак АВ-Мраково;205;20.000000000000
Мелеуз - Уфа;581;19.750000000000
Белебей-М.Москва;132;19.000000000000
Уфа - Александровка;154;17.000000000000
Стерлитамак АВ-Стерлибашево АС - Булаж;185;17.000000000000
сан. Красноусольск - Салават;698;17.000000000000
Дюртюли - Нефтекамск;674;17.000000000000
Уфа - Нефтекамск б/з в Дюртюли;588;16.500000000000
Аскарово- Белорецк;924;16.500000000000
Уфа - Салават через Ишимбай;551И;16.500000000000
"""Уфа южный АВ - Сады """"Юматово""""""";114;16.000000000000
Уфа Южный АВ - Первушино;117 к;16.000000000000
Янаул - Бирск;770;15.500000000000
Уфа (Южный автовокзал) - Федоровка;125;15.000000000000
"""Уфа - Сады """"Каряка""""""";156;15.000000000000
Уфа - Октябрьский через Серафимовку;600 С;15.000000000000
Стерлитамак АВ - Янгискаин;119 Т;14.000000000000
Старобалтачево - Нефтекамск  065675 С;65675 С;14.000000000000
Уфа - Балагушево;150;14.000000000000
Нефтекамск - Старобалтачево  065673 С;65673 С;12.250000000000
Кандры - Туймазы;NULL;11.000000000000
Янаул - Бураево;570к;10.500000000000
Стерлитамак АВ-Месели-Манеево;116;10.500000000000
Туймазы - Сайраново ч/з Кандры;NULL;10.250000000000
Нефтекамск-Карякино;132;10.250000000000
Чекмагуш-Уфа;533;10.000000000000
Сибай - Кумертау;738;10.000000000000
Самарское - Сибай ч/з Акъяр АС 750;"750       ";9.000000000000
Уфа - Янаул ч/з Кр. Холм;584;9.000000000000
Нефтекамск-Н. Буртюк;105;8.500000000000
Бирск - Измарино  341160;"341160    ";8.250000000000
Уфа (фирма МИР) - Кармасан;111;8.000000000000
Караидель - Бирск;653;6.750000000000
Стерлитамак АВ-Стерлибашево Ас - Уч. Асан;680;6.250000000000
Стерлитамак АВ-Зилим-Караново;190;5.250000000000
Уфа южный АВ - Бузовьязы;129;5.000000000000
Зилаир - Сибай ч/з Юлдыбаево;792;5.000000000000
Стерлитамак АВ-Салихово ч/з Канакаево;500;4.999999999998
Стерлитамак АВ-Кабакуш;201;4.750000000000
Стерлитамак АВ-д. Северная;210;4.666666666665
Стерлитамак АВ-Саитбаба;240;4.250000000000
Стерлитамак-Белое озеро-Антоновка;145;4.000000000000
Нефтекамск-Калегино;121;4.000000000000
Стерлитамак АВ-Коварды;220;3.666666666664
Стерлитамак АВ-Юмагузино;225;3.250000000000
Нефтекамск - В. Татышлы - Ст. Балтачево;675;2.500000000000
Стерлитамак - Стерлибашево ч/з Кабакуш;NULL;2.000000000000
Уфа - Сады УАИ;120 к;2.000000000000
Красный Холм - Ст.Яшь;NULL;1.000000000000
Уфа - Фомичево;157;1.000000000000
