Г 202 Школа-лицей №2 - Городской Дворец культуры;<;ул. Трамвайная, ул. Российская, ул. Комсомольская, ул. 8 Марта, ул. Айская, ул. Достоевского, ул. Ветошникова, ул. Кирова, ул. Цюрупы, ул. Коммунистическая, ул. Карла Маркса, ул. Пушкина, ул. Аксакова, ул. Заки Валиди, ул. Гафури
Г 202 Школа-лицей №2 - Городской Дворец культуры;>;ул. Гафури, ул. Заки Валиди, ул. Аксакова, ул. Пушкина, ул. Карла Маркса, ул. Коммунистическая, ул. Цюрупы, ул. Кирова, ул. Ветошникова, ул. Достоевского, ул. Айская, ул. 8 Марта, ул. Комсомольская, ул. Российская, ул. Трамвайная
Г 203 Кузнецовский затон - ТРЦ Планета;<;ул. Энтузиастов, ул. Лесотехникума, ул. Комсомольская, ул. Бессонова, ул. Николая Дмитриева, ул. Революционная, ул. Сагита Агиша, ул. Менделеева, ул. Пугачёва, ул. Бородинская, Кузнецовский  Затон ул., ул. Кузнецовский Затон
Г 203 Кузнецовский затон - ТРЦ Планета;>;ул. Кузнецовский Затон, Кузнецовский  Затон ул., ул. Бородинская, ул. Пугачёва, ул. Менделеева, ул. Сагита Агиша, ул. Революционная, ул. Николая Дмитриева, ул. Бессонова, ул. Комсомольская, ул. Лесотехникума, ул. Энтузиастов
Г 204 Улица Вологодская - Больница №18;<;ул. Блюхера, бульвар Славы, пр. Октября, Тоннельная ул., ул. Интернациональная, ул. Ульяновых, ул. Кольцевая, ул. Мира, ул. Кольцевая, ул. Машиностроителей, ул. Орджоникидзе, ул. Вологодская
Г 204 Улица Вологодская - Больница №18;>;ул. Вологодская, ул. Орджоникидзе, ул. Машиностроителей, ул. Кольцевая, ул. Мира, ул. Кольцевая, ул. Ульяновых, ул. Интернациональная, Тоннельная ул., пр. Октября, бульвар Славы, ул. Блюхера
Г 205 Улица Парковая - Телецентр;<;ул. Гафури, ул. Пушкина, ул. Ленина, ул. Революционная, ул. Николая Дмитриева, ул. Бессонова, ул. Комсомольская, ул. Шафиева
Г 205 Улица Парковая - Телецентр;>;ул. Шафиева, ул. Комсомольская, ул. Бессонова, ул. Николая Дмитриева, ул. Революционная, ул. Ленина, ул. Пушкина, ул. Аксакова, ул. Заки Валиди, ул. Гафури
Г 206 Паромная переправа -Базилевские сады;<;Автодорога Федоровка- Базилевка, Дорога до переправы ДОК
Г 206 Паромная переправа -Базилевские сады;>;Дорога до переправы ДОК, Автодорога Федоровка- Базилевка
Г 207 Уфимский ДОК - ТРЦ Планета;<;бульвар Тухвата Янаби, ул. Транспортная, ул. Георгия Мушникова, бульвар Баландина, бульвар Тухвата Янаби, бульвар Баландина, ул. Ферина, ул. Сельская Богородская, ул. Маршала Жукова, ул. Сипайловская, ул. Энтузиастов
