LINENAME;DIRECTIONCODE;TIMEPROFILENAME;INDEX;POSTRUNTIME;POSTLENGTH;ACCUMRUNTIME;STOPTIME;LINEROUTEITEM\STOPPOINT\NAME
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;4;55;0.377044392;281;25;Ул. Карьерная
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;5;54;0.370693262;361;25;Пристань №19
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;6;67;0.461759839;440;25;Ул. Благоварская
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;7;72;0.498212999;532;25;Мебельная фабрика
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;8;65;0.455689853;629;25;Промкомбинат
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;9;96;0.669442816;719;25;Уфимский фанерно-плиточный комбинат (УПФК)
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;10;91;0.630534106;840;25;Ул. Саляма
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;11;114;0.800460769;956;25;Ул. Рабочая
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;12;122;0.850026564;1095;25;"Автоцентр ""Субару"""
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;13;169;1.171967134;1242;25;Ул. Дзержинского
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;14;82;0.576321303;1436;25;Ул. Аксакова
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;15;81;0.563772313;1543;20;Ул. Красина
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;16;41;0.280423068;1644;20;Ул. Коммунистическая
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;17;42;0.294722286;1705;25;Башгосфилармония
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;18;85;0.589586482;1772;25;Уфимский государственный авиационный технический университет (УГАТУ)
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;19;77;0.537197269;1882;25;Сквер им. Маяковского
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;20;79;0.545892255;1984;20;Трансагентство
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;21;69;0.478160961;2083;25;Витаминный завод
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;22;78;0.549513252;2177;25;Уфимский колледж  информатики и вычислительной техники
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;23;47;0.358915698;2280;25;"Завод ""Электролуч"""
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;24;19;0.155734801;2352;20;Ул. Кирова
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;25;70;0.491846518;2391;25;Ул. имени подводника Родионова
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;26;73;0.502683556;2486;25;"Издательство ""Белая река"""
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;27;33;0.228870618;2584;25;Школа №94
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;28;53;0.363370713;2642;25;Ул. Баргузинская
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;29;77;0.535771401;2720;25;Ул. Степана Злобина
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;30;34;0.255153639;2822;25;Ул. Губайдуллина
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;31;66;0.467088733;2881;20;Уфимский колледж библиотечного дела и массовых коммуникаций
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;32;49;0.344612219;2967;25;Ул. Бакалинская
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;33;135;0.990320383;3041;20;"Торгово-сервисный ""Караидель"""
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;34;92;0.634107659;3196;25;Роддом №4
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;35;94;0.644266167;3313;25;Институт глазных болезней
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;36;73;0.505622456;3432;20;Микрорайон Белореченский
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;37;124;0.859856078;3525;20;Президент-Отель
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;38;60;0.417430151;3669;25;Микрорайон Колгуевский
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;39;126;0.872562578;3754;25;Ул. Г. Амантая
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;40;109;0.754329326;3905;25;Ул. Армавирская
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;41;96;0.66005617;4039;25;Ул. Пугачева
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;B;42;0;0;4160;0;Гипермаркет «Лента»
Г 264 ОК Сипайловский - Телецентр;>;B;1;43;0.302398591;0;0;"Оздоровительный комплекс ""Сипайловский"""
Г 264 ОК Сипайловский - Телецентр;>;B;2;127;0.875368624;43;20;Гипермаркет О`кей
Г 264 ОК Сипайловский - Телецентр;>;B;3;102;0.70778603;190;25;Парк Кашкадан
Г 264 ОК Сипайловский - Телецентр;>;B;4;24;0.163704889;317;20;"Детско-юношеский центр ""Салям"""
Г 264 ОК Сипайловский - Телецентр;>;B;5;71;0.492612545;361;20;Ателье мод
Г 264 ОК Сипайловский - Телецентр;>;B;6;85;0.586569685;452;20;Ул. Максима Рыльского
Г 264 ОК Сипайловский - Телецентр;>;B;7;69;0.482471092;557;20;Ул. Юрия Гагарина
Г 264 ОК Сипайловский - Телецентр;>;B;8;48;0.333269637;646;20;"Супермаркет ""Матрица"""
Г 264 ОК Сипайловский - Телецентр;>;B;9;66;0.449845732;714;20;Ул. Маршала Жукова
Г 264 ОК Сипайловский - Телецентр;>;B;10;300;2.409767227;800;20;Ул. Баязита Бикбая
Г 264 ОК Сипайловский - Телецентр;>;B;11;148;1.094750272;1120;20;Тужиловка
Г 264 ОК Сипайловский - Телецентр;>;B;12;110;0.766417341;1288;25;"ТРЦ ""Планета"""
Г 264 ОК Сипайловский - Телецентр;>;B;13;159;1.104254242;1423;20;Ул. Энтузиастов
Г 264 ОК Сипайловский - Телецентр;>;B;14;58;0.410161355;1602;25;Ул. Комсомольская
Г 264 ОК Сипайловский - Телецентр;>;B;15;142;0.989029833;1685;25;Уфимские городские электросети
Г 264 ОК Сипайловский - Телецентр;>;B;16;101;0.70173789;1852;25;Центр красоты
Г 264 ОК Сипайловский - Телецентр;>;B;17;72;0.503553263;1978;25;Автотранспортный колледж
Г 264 ОК Сипайловский - Телецентр;>;B;18;58;0.405405978;2075;25;Микрорайон Северный-Посадский
Г 264 ОК Сипайловский - Телецентр;>;B;19;99;0.686269968;2158;25;Бульвар Хадии Давлетшиной
Г 264 ОК Сипайловский - Телецентр;>;B;20;42;0.348431209;2282;20;Ул. 8-ое Марта
Г 264 ОК Сипайловский - Телецентр;>;B;21;58;0.462721633;2344;20;Ул. Айская
Г 264 ОК Сипайловский - Телецентр;>;B;22;83;0.587435755;2422;25;"Завод ""Электролуч"""
Г 264 ОК Сипайловский - Телецентр;>;B;23;64;0.440540904;2530;25;Уфимский колледж  информатики и вычислительной техники
Г 264 ОК Сипайловский - Телецентр;>;B;24;47;0.329430027;2619;25;Витаминный завод
Г 264 ОК Сипайловский - Телецентр;>;B;25;82;0.565349312;2691;25;Трансагентство
Г 264 ОК Сипайловский - Телецентр;>;B;26;55;0.380616704;2798;25;Государственный комитет Республики Башкортостан по делам юстиции (ГК РБ по делам юстиции)
Г 264 ОК Сипайловский - Телецентр;>;B;27;61;0.450425681;2878;20;Ул. Октябрьской Революции
Г 264 ОК Сипайловский - Телецентр;>;B;28;45;0.369079783;2959;20;Советская площадь
Г 264 ОК Сипайловский - Телецентр;>;B;29;113;0.893411797;3024;20;Дом Актёра им. Б.А. Юсуповой
Г 264 ОК Сипайловский - Телецентр;>;B;30;7;0.048;3157;20;БГУ
Г 264 ОК Сипайловский - Телецентр;>;B;31;71;0.591477115;3184;25;Башкирский государственный университет (БГУ)
Г 264 ОК Сипайловский - Телецентр;>;B;32;61;0.431519504;3280;20;Телецентр
Г 264 ОК Сипайловский - Телецентр;>;B;33;0;0;3361;0;"ТСК ""Пушкинский"""
Г 264 ОК Сипайловский - Телецентр;<;B;1;72;0.527799803;0;0;"ТСК ""Пушкинский"""
Г 264 ОК Сипайловский - Телецентр;<;B;2;84;0.702298775;72;25;Ул. Пушкина
Г 264 ОК Сипайловский - Телецентр;<;B;3;63;0.522041114;181;20;Дом Актёра им. Б.А. Юсуповой
Г 264 ОК Сипайловский - Телецентр;<;B;4;48;0.357338273;264;20;Советская площадь
Г 264 ОК Сипайловский - Телецентр;<;B;5;68;0.473704112;332;25;Ул. Октябрьской Революции
Г 264 ОК Сипайловский - Телецентр;<;B;6;40;0.276766119;425;25;Государственный комитет Республики Башкортостан по делам юстиции (ГК РБ по делам юстиции)
Г 264 ОК Сипайловский - Телецентр;<;B;7;79;0.545892255;490;20;Трансагентство
Г 264 ОК Сипайловский - Телецентр;<;B;8;69;0.478160961;589;25;Витаминный завод
Г 264 ОК Сипайловский - Телецентр;<;B;9;78;0.549513252;683;25;Уфимский колледж  информатики и вычислительной техники
Г 264 ОК Сипайловский - Телецентр;<;B;10;45;0.338611771;786;25;"Завод ""Электролуч"""
Г 264 ОК Сипайловский - Телецентр;<;B;11;57;0.479959678;856;20;Ул. Айская
Г 264 ОК Сипайловский - Телецентр;<;B;12;96;0.675337063;933;20;Ул. 8-ое Марта
Г 264 ОК Сипайловский - Телецентр;<;B;13;59;0.407309434;1049;25;Бульвар Хадии Давлетшиной
Г 264 ОК Сипайловский - Телецентр;<;B;14;76;0.534851071;1133;25;Микрорайон Северный-Посадский
Г 264 ОК Сипайловский - Телецентр;<;B;15;100;0.696840602;1234;25;Автотранспортный колледж
Г 264 ОК Сипайловский - Телецентр;<;B;16;142;0.986111391;1359;25;Центр красоты
Г 264 ОК Сипайловский - Телецентр;<;B;17;55;0.390196398;1526;25;Уфимские городские электросети
Г 264 ОК Сипайловский - Телецентр;<;B;18;146;1.014762628;1606;25;Ул. Комсомольская
Г 264 ОК Сипайловский - Телецентр;<;B;19;133;0.926426086;1777;20;Ул. Энтузиастов
Г 264 ОК Сипайловский - Телецентр;<;B;20;143;1.050657501;1930;25;"ТРЦ ""Планета"""
Г 264 ОК Сипайловский - Телецентр;<;B;21;196;1.631501116;2098;20;Тужиловка
Г 264 ОК Сипайловский - Телецентр;<;B;22;62;0.493617698;2314;20;Школа №29
Г 264 ОК Сипайловский - Телецентр;<;B;23;98;0.679741184;2396;20;Ул. Баязита Бикбая
Г 264 ОК Сипайловский - Телецентр;<;B;24;59;0.405125501;2514;20;Ул. Маршала Жукова
Г 264 ОК Сипайловский - Телецентр;<;B;25;40;0.277547283;2593;20;"Супермаркет ""Матрица"""
Г 264 ОК Сипайловский - Телецентр;<;B;26;10;0.070050999;2653;25;ТК Терем
Г 264 ОК Сипайловский - Телецентр;<;B;27;77;0.53641139;2688;20;Ул. Юрия Гагарина
Г 264 ОК Сипайловский - Телецентр;<;B;28;88;0.606266664;2785;20;Ул. Максима Рыльского
Г 264 ОК Сипайловский - Телецентр;<;B;29;35;0.241578873;2893;20;Ателье мод
Г 264 ОК Сипайловский - Телецентр;<;B;30;101;0.702359781;2948;20;"Детско-юношеский центр ""Салям"""
Г 264 ОК Сипайловский - Телецентр;<;B;31;111;0.765104102;3069;25;Парк Кашкадан
Г 264 ОК Сипайловский - Телецентр;<;B;32;63;0.438582229;3205;20;Гипермаркет О`кей
Г 264 ОК Сипайловский - Телецентр;<;B;33;0;0;3288;0;"Оздоровительный комплекс ""Сипайловский"""
Г 278 Улица Рощинская - Больница №21;>;B;1;210;1.458113692;0;0;Ул. Рощинская
Г 278 Улица Рощинская - Больница №21;>;B;2;113;0.78702285;210;25;Населенный пункт Нагаево
Г 278 Улица Рощинская - Больница №21;>;B;3;228;1.587615268;348;25;Ул. Русская
Г 278 Улица Рощинская - Больница №21;>;B;4;489;3.387811091;601;25;Населённый пункт Зинино
Г 278 Улица Рощинская - Больница №21;>;B;5;127;0.884555807;1115;25;Населенный пункт Жилино
Г 278 Улица Рощинская - Больница №21;>;B;6;427;2.965313592;1267;25;Кордон №6
Г 278 Улица Рощинская - Больница №21;>;B;7;303;2.106578807;1719;25;"Сады ""Агидель"""
Г 278 Улица Рощинская - Больница №21;>;B;8;98;0.677163525;2047;25;Ул. Армавирская
Г 278 Улица Рощинская - Больница №21;>;B;9;96;0.66005617;2170;25;Ул. Пугачева
Г 278 Улица Рощинская - Больница №21;>;B;10;307;2.135543089;2291;25;Гипермаркет «Лента»
Г 278 Улица Рощинская - Больница №21;>;B;11;42;0.292371979;2623;25;Аптека №2
Г 278 Улица Рощинская - Больница №21;>;B;12;94;0.653585299;2690;25;Школа №19
Г 278 Улица Рощинская - Больница №21;>;B;13;53;0.363543302;2809;25;Трикотажная фабрика
Г 278 Улица Рощинская - Больница №21;>;B;14;49;0.336795596;2887;25;"Торгово-развлекательный комплекс ""Иремель"""
Г 278 Улица Рощинская - Больница №21;>;B;15;48;0.334037887;2961;25;Ул. Бакалинская
Г 278 Улица Рощинская - Больница №21;>;B;16;104;0.862764361;3034;25;Уфимский колледж библиотечного дела и массовых коммуникаций
Г 278 Улица Рощинская - Больница №21;>;B;17;44;0.370275391;3163;20;"Санаторий ""Зеленая роща"""
Г 278 Улица Рощинская - Больница №21;>;B;18;30;0.247218247;3227;20;Лесная
Г 278 Улица Рощинская - Больница №21;>;B;19;64;0.533417498;3277;20;Республиканский выставочный комплекс
Г 278 Улица Рощинская - Больница №21;>;B;20;43;0.35474578;3361;20;Заповедник
Г 278 Улица Рощинская - Больница №21;>;B;21;111;0.918755304;3424;20;"Спортивный комплекс ""Ак Йорт"""
Г 278 Улица Рощинская - Больница №21;>;B;22;123;0.861076118;3555;20;Трамплин
Г 278 Улица Рощинская - Больница №21;>;B;23;70;0.483660829;3698;20;Молодежный бульвар
Г 278 Улица Рощинская - Больница №21;>;B;24;0;0;3788;0;Больница №21
Г 278 Улица Рощинская - Больница №21;<;B;1;56;0.388308224;0;0;Больница №21
Г 278 Улица Рощинская - Больница №21;<;B;2;119;0.825171876;56;20;Молодежный бульвар
Г 278 Улица Рощинская - Больница №21;<;B;3;126;1.027374857;195;25;Трамплин
Г 278 Улица Рощинская - Больница №21;<;B;4;43;0.353634083;346;20;"Спортивный комплекс ""Ак Йорт"""
Г 278 Улица Рощинская - Больница №21;<;B;5;60;0.498748992;409;20;Заповедник
Г 278 Улица Рощинская - Больница №21;<;B;6;32;0.262890266;489;20;Республиканский выставочный комплекс
Г 278 Улица Рощинская - Больница №21;<;B;7;38;0.317835181;541;20;Лесная
Г 278 Улица Рощинская - Больница №21;<;B;8;85;0.723756696;599;20;"Санаторий ""Зеленая роща"""
Г 278 Улица Рощинская - Больница №21;<;B;9;66;0.467088733;704;20;Уфимский колледж библиотечного дела и массовых коммуникаций
Г 278 Улица Рощинская - Больница №21;<;B;10;62;0.43064677;790;25;Ул. Бакалинская
Г 278 Улица Рощинская - Больница №21;<;B;11;48;0.335729946;877;25;"Торгово-развлекательный комплекс ""Иремель"""
Г 278 Улица Рощинская - Больница №21;<;B;12;79;0.541300037;950;25;Трикотажная фабрика
Г 278 Улица Рощинская - Больница №21;<;B;13;55;0.382084752;1054;25;Школа №19
Г 278 Улица Рощинская - Больница №21;<;B;14;315;2.19322027;1134;25;Аптека №2
Г 278 Улица Рощинская - Больница №21;<;B;15;89;0.614883867;1474;25;Гипермаркет «Лента»
Г 278 Улица Рощинская - Больница №21;<;B;16;102;0.703172303;1588;25;Ул. Пугачева
Г 278 Улица Рощинская - Больница №21;<;B;17;296;2.058493367;1715;25;Ул. Армавирская
Г 278 Улица Рощинская - Больница №21;<;B;18;425;2.949065673;2036;25;"Сады ""Агидель"""
Г 278 Улица Рощинская - Больница №21;<;B;19;129;0.896682907;2486;25;Кордон №6
Г 278 Улица Рощинская - Больница №21;<;B;20;490;3.397613501;2640;25;Населенный пункт Жилино
Г 278 Улица Рощинская - Больница №21;<;B;21;220;1.527873143;3155;25;Населённый пункт Зинино
Г 278 Улица Рощинская - Больница №21;<;B;22;130;0.908332348;3400;25;Ул. Русская
Г 278 Улица Рощинская - Больница №21;<;B;23;210;1.458113692;3555;25;Населенный пункт Нагаево
Г 278 Улица Рощинская - Больница №21;<;B;24;0;0;3790;0;Ул. Рощинская
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;<;B;1;255;1.772420145;0;0;3-я Аэродромная (8 Марта)
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;<;B;2;191;1.324911597;255;25;Аэродром Забельский
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;<;B;3;80;0.559;471;25;"Поселок ""8-ое Марта"""
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;<;B;4;193;1.337106077;576;25;Ул. Аграрная
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;<;B;5;73;0.506678211;794;25;Микрорайон Сафроновский
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;<;B;6;273;1.902302712;892;25;Базисный проезд
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;<;B;7;81;0.564549981;1190;20;Речная
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;<;B;8;127;0.875576475;1291;20;Зеленая гора
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;<;B;9;88;0.604577945;1438;20;Южный автовокзал
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;<;B;10;0;0;1546;0;Ул. им. города Галле
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;>;B;1;60;0.415781103;0;0;Ул. им. города Галле
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;>;B;2;146;1.004867127;60;20;Южный автовокзал
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;>;B;3;84;0.581363331;226;20;Зеленая гора
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;>;B;4;184;1.278343782;330;20;Речная
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;>;B;5;87;0.608683048;534;25;Автодром
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;>;B;6;70;0.485804718;646;25;Базисный проезд
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;>;B;7;196;1.359123338;741;25;Микрорайон Сафроновский
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;>;B;8;88;0.615824952;962;25;Ул. Аграрная
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;>;B;9;191;1.324911597;1075;25;"Поселок ""8-ое Марта"""
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;>;B;10;255;1.772420145;1291;25;Аэродром Забельский
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;>;B;11;0;0;1571;0;3-я Аэродромная (8 Марта)
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;1;60;0.415647998;0;0;Башкирская Республиканская гимназия-интернат №1 им. Рами Гарипова
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;2;89;0.617638221;60;20;Ул. Кольская
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;3;29;0.20047116;169;20;Глумилино
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;4;75;0.520571944;218;25;Бульвар Тюлькина
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;5;122;0.850569195;318;20;"Кинотеатр ""Искра"""
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;6;126;0.872633106;460;20;Ул. Энтузиастов
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;7;41;0.291596049;606;20;Ул. Клавдии Абрамовой
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;8;152;1.132510878;667;20;Ипподром Акбузат
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;9;143;1.050657501;839;25;"ТРЦ ""Планета"""
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;10;196;1.631501116;1007;20;Тужиловка
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;11;62;0.493617698;1223;20;Школа №29
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;12;60;0.415291638;1305;20;Ул. Баязита Бикбая
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;13;97;0.668717403;1385;20;Ул. Маршала Жукова
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;14;81;0.559665524;1502;20;Сипайловский рынок
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;15;97;0.674700649;1603;20;Гипермаркет О`кей
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;16;176;1.223499069;1720;20;Ул. Новоженова
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;17;25;0.175878969;1916;25;"ОАО ""Амстар"""
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;18;35;0.24393173;1966;25;"Гаражный кооператив ""Авиатор"""
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;19;246;1.709420504;2026;25;"Автотранспортное предприятие ОАО ""Крупнопанельное домостроение"""
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;20;65;0.448502514;2297;25;"Оздоровительный комплекс ""Райский берег"""
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;21;44;0.303911059;2387;25;Теплоэнергоцентраль-2 (ТЭЦ-2)
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;22;41;0.283594501;2456;20;Ул. Сельская Богородская
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;23;62;0.429821052;2517;20;Заводоуправление Уфимского моторостроительного производственного объединения (Заводоуправление УМПО)
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;24;117;0.807228429;2599;20;Филиал московского государственного открытого педагогического университета им. Шолохова ( Университет им. Шолохова)
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;25;70;0.489693136;2736;20;Отдел кадров Уфимского моторостроительного производственного объединения (Отдел кадров УМПО)
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;26;197;1.366300416;2826;20;Стадион им. Гастелло
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;27;219;1.525317399;3043;0;Спортивная
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;28;73;0.510257767;3262;20;Дворец культуры Уфимского моторостроительного производственного объединения (ДК УМПО)
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;29;33;0.230604216;3355;25;Ул. Черниковская
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;30;44;0.302911571;3413;20;Ул. Б. Глебского
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;31;55;0.384000261;3477;20;Ул. Богдана Хмельницкого
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;32;14;0.097864037;3552;20;Ул. Вологодская
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;33;38;0.256997153;3586;20;Троллейбусное депо №2
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;B;34;0;0;3644;0;Уфа - АВТОВАЗ
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;1;35;0.237250101;0;0;Уфа - АВТОВАЗ
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;2;17;0.117611089;35;20;Троллейбусное депо №2
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;3;52;0.361139472;72;20;Ул. Вологодская
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;4;45;0.311242191;144;20;Ул. Богдана Хмельницкого
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;5;31;0.218084448;209;20;Ул. Б. Глебского
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;6;63;0.439232947;260;25;Ул. Черниковская
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;7;233;1.623392158;348;20;Дворец культуры Уфимского моторостроительного производственного объединения (ДК УМПО)
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;8;181;1.255742573;601;0;Спортивная
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;9;81;0.56209451;782;20;Стадион им. Гастелло
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;10;107;0.745156468;883;20;Отдел кадров Уфимского моторостроительного производственного объединения (Отдел кадров УМПО)
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;11;11;0.074630719;1010;20;Университет им. Шолохова
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;12;63;0.436107867;1041;20;Филиал московского государственного открытого педагогического университета им. Шолохова (Университет им. Шолохова)
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;13;44;0.302905397;1124;20;Заводоуправление Уфимского моторостроительного производственного объединения (Заводоуправление УМПО)
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;14;39;0.271371665;1188;20;Ул. Сельская Богородская
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;15;66;0.456128235;1247;25;Теплоэнергоцентраль-2 (ТЭЦ-2)
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;16;246;1.703609782;1338;25;"Оздоровительный комплекс ""Райский берег"""
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;17;35;0.247501714;1609;25;"Автотранспортное предприятие ОАО ""Крупнопанельное домостроение"""
