LINENAME;DIRECTIONCODE;TIMEPROFILENAME;INDEX;POSTRUNTIME;POSTLENGTH;ACCUMRUNTIME;STOPTIME;LINEROUTEITEM\STOPPOINT\NAME
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;18;29;0.20303338;1669;25;"Гаражный кооператив ""Авиатор"""
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;19;173;1.200810316;1723;25;"ОАО ""Амстар"""
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;20;80;0.561205764;1921;20;Ул. Новоженова
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;21;96;0.662625526;2021;20;Гипермаркет О`кей
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;22;87;0.60361929;2137;20;Сипайловский рынок
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;23;66;0.449321749;2244;20;Ул. Маршала Жукова
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;24;262;2.14531768;2330;20;Ул. Баязита Бикбая
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;25;148;1.094750272;2612;20;Тужиловка
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;26;124;0.900312861;2780;25;"ТРЦ ""Планета"""
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;27;28;0.232198018;2929;20;Октябрьское РУВД
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;28;20;0.145954404;2977;20;Ипподром Акбузат
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;29;124;0.858266006;3017;20;Ул. Клавдии Абрамовой
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;30;137;0.956246648;3161;20;Ул. Энтузиастов
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;31;102;0.704450877;3318;20;"Кинотеатр ""Искра"""
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;32;99;0.68856174;3440;20;Глумилино
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;33;60;0.415647998;3559;20;Ул. Кольская
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;B;34;0;0;3639;0;Башкирская Республиканская гимназия-интернат №1 им. Рами Гарипова
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;>;B;1;71;0.494560258;0;0;Ул. Дагестанская
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;>;B;2;53;0.437964653;71;20;Южный рынок
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;>;B;3;67;0.520150902;144;20;Ул. Островского
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;>;B;4;98;0.677839896;231;20;Музей 112 Башкирской кавалерийской дивизии
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;>;B;5;49;0.343402388;349;25;"Дворец детского и юношеского творчества ""Орион"""
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;>;B;6;360;2.497769825;423;25;Ул. Правды
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;>;B;7;242;1.680412552;808;25;Мкр. «Яркий»
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;>;B;8;174;1.207014165;1075;20;"Сад ""Здоровье"""
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;>;B;9;122;0.845850449;1269;20;Лесничество
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;>;B;10;231;1.608098417;1411;20;"Кафе ""Золотая рыбка"""
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;>;B;11;208;1.442759832;1662;20;"Мечеть ""За-фа-за-ихсан"""
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;>;B;12;339;2.346654752;1890;20;Кооперативная поляна
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;>;B;13;450;3.126865529;2249;20;"Семейный торговый центр ""МЕГА-УФА"""
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;>;B;14;110;0.761852414;2719;25;Красная улица
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;>;B;15;0;0;2854;0;Ореховая улица
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;<;B;1;110;0.761852414;0;0;Ореховая улица
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;<;B;2;349;2.423477431;110;25;Красная улица
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;<;B;3;401;2.78366671;484;20;Мелькомбинат
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;<;B;4;213;1.477347259;905;20;Кооперативная поляна
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;<;B;5;229;1.588999935;1138;20;"Мечеть ""За-фа-за-ихcан"""
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;<;B;6;122;0.849790437;1387;20;"Кафе ""Золотая рыбка"""
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;<;B;7;168;1.16331632;1529;20;Лесничество
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;<;B;8;338;2.348955793;1717;20;"Сад ""Здоровье"""
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;<;B;9;507;3.520673231;2075;25;Мкр. «Яркий»
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;<;B;10;56;0.392419504;2607;25;Ул. Правды
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;<;B;11;99;0.736750761;2688;25;"Дворец детского и юношеского творчества ""Орион"""
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;<;B;12;57;0.470331876;2812;20;Ул. Островского
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;<;B;13;71;0.494560258;2889;20;Южный рынок
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;<;B;14;0;0;2980;0;Ул. Дагестанская
Г 293 Никольский - Старая Александровка - Колхозный рынок;<;B;1;41;0.286128003;0;0;Колхозный рынок
Г 293 Никольский - Старая Александровка - Колхозный рынок;<;B;2;84;0.585303355;41;20;Детский сад №80
Г 293 Никольский - Старая Александровка - Колхозный рынок;<;B;3;35;0.243336798;145;20;Уфимский топливно-энергетический колледж
Г 293 Никольский - Старая Александровка - Колхозный рынок;<;B;4;56;0.390362038;200;20;Площадь им. Серго Орджоникидзе
Г 293 Никольский - Старая Александровка - Колхозный рынок;<;B;5;77;0.533848797;276;20;Ул. Конституции
Г 293 Никольский - Старая Александровка - Колхозный рынок;<;B;6;108;0.745246063;373;20;Ул. Кемеровская
Г 293 Никольский - Старая Александровка - Колхозный рынок;<;B;7;81;0.564624701;501;25;Ул. Садовая
Г 293 Никольский - Старая Александровка - Колхозный рынок;<;B;8;157;1.087214705;607;25;Бельский ДОК
Г 293 Никольский - Старая Александровка - Колхозный рынок;<;B;9;189;1.317966161;789;25;Ул. Грибоедова
Г 293 Никольский - Старая Александровка - Колхозный рынок;<;B;10;131;0.903478828;1003;25;Ул. Федоровская
Г 293 Никольский - Старая Александровка - Колхозный рынок;<;B;11;45;0.313663485;1159;25;Завод сантехкабин
Г 293 Никольский - Старая Александровка - Колхозный рынок;<;B;12;820;5.691462954;1229;25;Уфимский нефтеперерабатывающий завод (УНПЗ)
