11;101;Белебей - Приютово;31,6;"Белебей АВ, 10-й км, Родники, Новая дорога, ""Дом отдыха """"Спутник"""""", Мартыново, Екатериновка, Воробьевка, ШГПЗ, Сады 2, Сады 1, Приютово АС";"Приютово АС, Сады 1, Сады 2, ШГПЗ, Воробьевка, Екатериновка, Мартыново, ""Дом отдыха """"Спутник"""""", Новая дорога, Родники, 10-й км, Белебей АВ";"Пионерская ул. (Белебей), Войкова ул. (Белебей), Комсомольская ул. (Белебей), Ленина ул. (Белебей), Революционеров ул. (Белебей), а.д. 80Н-138 ""Белебей - Приютово"", Магистральная ул. (Приютово), 50 лет ВЛКМС ул. (Приютово)";"Карла Маркса ул. (Приютово), Магистральная ул. (Приютово), а.д. 80Н-138 ""Белебей - Приютово"", Революционеров ул. (Белебей), Ленина ул. (Белебей), Комсомольская ул. (Белебей), Войкова ул. (Белебей), Пионерская ул. (Белебей)";4;NULL;NULL;4
12;800К;Белебей - Стерлитамак через Киргиз Мияки;221;Стерлитамак АВ МГ, Преображеновка, Николаевка, Баимово МГ, Покровка МГ, Н.Калкаш, С.Калкаш, Максютово МГ, Стерлибашево АС, Айдарали, Арсланово МГ, Кочеганово МГ, Ишлы МГ, Киргиз Мияки МГ, КПМ Киргиз Мияки МГ, Зириклы МГ, Кожай-Семеновка МГ, Чайка МГ, Болгазы МГ, Мияки -Тамак МГ, Совхоз поврот МГ, Никифарово МГ, Ким, Аксеново, Слакбаш, Аксаково, Белебей АВ;Белебей АВ, Аксаково, Слакбаш, Аксеново, Ким, Никифарово МГ, Совхоз поврот МГ, Мияки -Тамак МГ, Болгазы МГ, Чайка МГ, Кожай-Семеновка МГ, Зириклы МГ, КПМ Киргиз Мияки МГ, Киргиз Мияки МГ, Ишлы МГ, Кочеганово МГ, Арсланово МГ, Айдарали, Стерлибашево АС, Максютово МГ, С.Калкаш, Н.Калкаш, Покровка МГ, Баимово МГ, Николаевка, Преображеновка, Стерлитамак АВ МГ;"ул. Худайбердина (Стерлитамак), ул. Артема (Стерлитамак), ул. Водолаженко (Стерлитамак), Стерлибашевский тракт, а.д. 80Н-054 ""Стерлитамак - Стерлибашево - Федоровка"", Ленина ул. (Стерлибашево), Тукаева ул. (Стерлибашево), а.д. 80К-011 ""М-5 ""Урал"" - Чишмы - Аксеново - Киргиз-Мияки"", Шоссейная ул. (Киргиз-Мияки), Губайдуллина ул. (Киргиз-Мияки), а.д. 80К-011 ""М-5 ""Урал"" - Чишмы - Аксеново - Киргиз-Мияки"", а.д. 80Н-002 ""Аксеново - Аксаково - Белебей"", Советская ул. (Белебей), Войкова ул. (Белебей), Пионерская ул. (Белебей)";"Пионерская ул. (Белебей), Войкова ул. (Белебей), Советская ул. (Белебей), а.д. 80Н-002 ""Аксеново - Аксаково - Белебей"", а.д. 80К-011 ""М-5 ""Урал"" - Чишмы - Аксеново - Киргиз-Мияки"", Губайдуллина ул. (Киргиз-Мияки), Шоссейная ул. (Киргиз-Мияки), а.д. 80К-011 ""М-5 ""Урал"" - Чишмы - Аксеново - Киргиз-Мияки"", Тукаева ул. (Стерлибашево), Ленина ул. (Стерлибашево), а.д. 80Н-054 ""Стерлитамак - Стерлибашево - Федоровка"", Стерлибашевский тракт, ул. Водолаженко (Стерлитамак), ул. Артема (Стерлитамак), ул. Худайбердина (Стерлитамак)";1;1;NULL;NULL
13;117;Белебей - Суккулово;49,5;Белебей АВ, АЗС №4, Новая деревня, Аделькино 1, Аделькино 2, Ермолкино, Баймурзино, Елань-Чишма, Калиновка, Суккулово 1, Суккулово 2;Суккулово 2, Суккулово 1, Калиновка, Елань-Чишма, Баймурзино, Ермолкино, Аделькино 2, Аделькино 1, Новая деревня, АЗС №4, Белебей АВ;"Пионерская ул. (Белебей), Войкова ул. (Белебей), Объездная ул. (Белебей), а.д. 80Н-140 ""Белебей - Ермолкино"", а.д. местного значения Суккулово - Баймурзино";"а.д. местного значения Суккулово - Баймурзино, а.д. 80Н-140 ""Белебей - Ермолкино"", Объездная ул. (Белебей), Войкова ул. (Белебей), Пионерская ул. (Белебей)";2;2;NULL;NULL
14;633;Белебей - Туймазы;67;Белебей АВ, Илькино, Анновка, пер.Кальшали МГ, Карамалы-Губеево, Тукаево, Николаевский перекресток, Кендектамак, Субханкулово, Туймазы АВ;Туймазы АВ, Субханкулово, Кендектамак, Николаевский перекресток, Тукаево, Карамалы-Губеево, пер.Кальшали МГ, Анновка, Илькино, Белебей АВ;"Пионерская ул. (Белебей), Войкова ул. (Белебей), а.д. 80К-002 ""Белебей - Николаевка - Туймазы - Бакалы"", Гафурова ул. (Туймазы), Советская ул. (Туймазы), 70 лет Октября ул. (Туймазы)";"70 лет Октября ул. (Туймазы), Советская ул. (Туймазы), Гафурова ул. (Туймазы), а.д. 80К-002 ""Белебей - Николаевка - Туймазы - Бакалы"", Войкова ул. (Белебей), Пионерская ул. (Белебей)";2;NULL;2;NULL
15;109;Белорецк - Миндяк;43,3;Белорецк АВ, Урал-Тау, Казаккулово, поворот Миндяк, Миндяк АС;Миндяк АС, поворот Миндяк, Казаккулово, Урал-Тау, Белорецк АВ;"С. Кирова ул. (Белорецк), а.д. 80К-003 ""Белорецк - Учалы - Миасс"", Миндянская ул. (Казаккулово), а.д. 80К-003 ""Белорецк - Учалы - Миасс"", а.д. местного значения подъезд к с. Миндяк, Лесопльный пер. (Миндяк), Почтовая ул. (Миндяк), Гагарина ул. (Миндяк)";"Гагарина ул. (Миндяк), Почтовая ул. (Миндяк), Лесопльный пер. (Миндяк), а.д. местного значения подъезд к с. Миндяк, а.д. 80К-003 ""Белорецк - Учалы - Миасс"", Миндянская ул. (Казаккулово), а.д. 80К-003 ""Белорецк - Учалы - Миасс"", С. Кирова ул. (Белорецк)";1;1;NULL;NULL
16;805;Белорецк - Учалы;102;Белорецк АВ, Урал-Тау, Казаккулово, Миндяк АС, М. Казаккулово, Новобайрамгулово, Уральск, Базаргулово, Уразово МГ, Ильтебаново МГ, Автовокзал (г.Учалы);Автовокзал (г.Учалы), Ильтебаново МГ, Уразово МГ, Базаргулово, Уральск, Новобайрамгулово, М. Казаккулово, Миндяк АС, Казаккулово, Урал-Тау, Белорецк АВ;"С. Кирова ул. (Белорецк), а.д. 80К-003 ""Белорецк - Учалы - Миасс"", Миндянская ул. (Казаккулово), а.д. 80К-003 ""Белорецк - Учалы - Миасс"", а.д. местного значения подъезд к с. Миндяк, Лесопльный пер. (Миндяк), Почтовая ул. (Миндяк), Гагарина ул. (Миндяк), Почтовая ул. (Миндяк), Лесопльный пер. (Миндяк), а.д. местного значения подъезд к с. Миндяк, а.д. 80К-003 ""Белорецк - Учалы - Миасс"", Шоссейная ул. (Галиахмерово), а.д. 80К-003 ""Белорецк - Учалы - Миасс"", Серебрянникова ул. (Малозаккулово), а.д. 80К-003 ""Белорецк - Учалы - Миасс"", Шоссейная ул. (Уральск), а.д. 80К-003 ""Белорецк - Учалы - Миасс"", Кунакбаевская ул. (Учалы), Ленина ул. (Учалы), Имангуловская ул. (Учалы)";"Имангуловская ул. (Учалы), Ленина ул. (Учалы), Кунакбаевская ул. (Учалы), а.д. 80К-003 ""Белорецк - Учалы - Миасс"", Шоссейная ул. (Уральск), а.д. 80К-003 ""Белорецк - Учалы - Миасс"", Серебрянникова ул. (Малозаккулово), а.д. 80К-003 ""Белорецк - Учалы - Миасс"", Шоссейная ул. (Галиахмерово), а.д. 80К-003 ""Белорецк - Учалы - Миасс"", а.д. местного значения подъезд к с. Миндяк, Лесопльный пер. (Миндяк), Почтовая ул. (Миндяк), Гагарина ул. (Миндяк), Почтовая ул. (Миндяк), Лесопльный пер. (Миндяк), а.д. местного значения подъезд к с. Миндяк, а.д. 80К-003 ""Белорецк - Учалы - Миасс"", Миндянская ул. (Казаккулово), а.д. 80К-003 ""Белорецк - Учалы - Миасс"", С. Кирова ул. (Белорецк)";1;NULL;1;NULL
17;645;Бижбуляк - Белебей;77;Бижбуляк АС, Калиновка, Ивановка, Шкапово, Развилка, Ик Вершина, Ново-Михайловка, Малый Менеуз, Аксаково, Белебей АВ;Белебей АВ, Аксаково, Малый Менеуз, Ново-Михайловка, Ик Вершина, Развилка, Шкапово, Ивановка, Калиновка, Бижбуляк АС;"Центральная ул. (Бижбуляк), а.д. 80Н-042 ""Приютово - Бижбуляк"", а.д. 80Н-001 ""Аскаково - Кожай - Икские Вершины"", а.д. 80Н-002 ""Аксеново - Аксаково - Белебей"", Советская ул. (Белебей), Войкова ул. (Белебей), Пионерская ул. (Белебей)";"Пионерская ул. (Белебей), Войкова ул. (Белебей), Советская ул. (Белебей), а.д. 80Н-002 ""Аксеново - Аксаково - Белебей"", а.д. 80Н-001 ""Аскаково - Кожай - Икские Вершины"", а.д. 80Н-042 ""Приютово - Бижбуляк"", Центральная ул. (Бижбуляк)";2;NULL;2;NULL
18;102;Бижбуляк - Приютово;42;Бижбуляк АС, Калиновка, Ивановка, Шкапово, Развилка, Ик Вершина, Река Ик, Павловский (Чегодаевский) перекрёсток, Приютово АС;Приютово АС, Павловский (Чегодаевский) перекрёсток, Река Ик, Ик Вершина, Развилка, Шкапово, Ивановка, Калиновка, Бижбуляк АС;"Центральная ул. (Бижбуляк), а.д. 80Н-042 ""Приютово - Бижбуляк"", Комсомольская ул. (Приютово), Магистральная ул. (Приютово), 50 лет ВЛКМС ул. (Приютово)";"Карла Маркса ул. (Приютово), Магистральная ул. (Приютово), Комсомольская ул. (Приютово), а.д. 80Н-042 ""Приютово - Бижбуляк"", Центральная ул. (Бижбуляк)";1;1;NULL;NULL
19;127;Бирск - Баймурзино;38,7;Бирск АВ, Баженово, поворот Сосновка, Чураево, поворот Чураево, Баймурзино;Баймурзино, поворот Чураево, Чураево, поворот Сосновка, Баженово, Бирск АВ;"а.д. 80К-029 ""Уфа - Бирск - Янаул"", Садовая ул. (Чураево), Я. Ялкайна ул. (Чураево), а.д. 80К-029 ""Уфа - Бирск - Янаул"", а.д. 80Н-415 ""Подъезд к д. Баймурзино""";"а.д. 80Н-415 ""Подъезд к д. Баймурзино"", а.д. 80К-029 ""Уфа - Бирск - Янаул"", Я. Ялкайна ул. (Чураево), Садовая ул. (Чураево), а.д. 80К-029 ""Уфа - Бирск - Янаул""";1;NULL;1;NULL
20;116;Бирск - Изимарино;35;Бирск АВ, Баженово, Сосновка, Б.Сухояз, поворот на Ст.Кульчубаево, Тымбаево, Изимарино;Изимарино, Тымбаево, поворот на Ст.Кульчубаево, Б.Сухояз, Сосновка, Баженово, Бирск АВ;"а.д. 80К-029 ""Уфа - Бирск - Янаул"", а.д. 80Н-416 ""Сосновка - Тынбаево"", а.д.Тымбаево - Изимарино";"а.д.Тымбаево - Изимарино, а.д. 80Н-416 ""Сосновка - Тынбаево"", а.д. 80К-029 ""Уфа - Бирск - Янаул""";2;NULL;2;NULL
21;123;Бирск - Каргино;31,5;Бирск АВ, Баженово, Зеленый, Бикшиково, Чебыково, Кайраково, Каргино;Каргино, Кайраково, Чебыково, Бикшиково, Зеленый, Баженово, Бирск АВ;"а.д. 80К-029 ""Уфа - Бирск - Янаул"", а.д. 80К-004 ""Бирск - Тастуба - Сатка"", Ленина ул. (Чебыково), а.д. 80Н-413 ""Чебыково - Кайраково"", Центральная ул (Кайраково), а.д. Кайраково - Каргино, Интернациональная ул. (Каргино)";"Интернациональная ул. (Каргино), а.д. Кайраково - Каргино, Центральная ул (Кайраково), а.д. 80Н-413 ""Чебыково - Кайраково"", Ленина ул. (Чебыково), а.д. 80К-004 ""Бирск - Тастуба - Сатка"", а.д. 80К-029 ""Уфа - Бирск - Янаул""";1;1;NULL;NULL
22;120;Бирск - Мишкино;37;Бирск АВ, Баженово, Зеленый, Бикшиково, Чебыково, Ленинское, Мишкино АС М/Г;Мишкино АС М/Г, Ленинское, Чебыково, Бикшиково, Зеленый, Баженово, Бирск АВ;"а.д. 80К-029 ""Уфа - Бирск - Янаул"", а.д. 80К-004 ""Бирск - Тастуба - Сатка"", Тракторная ул. (Мишкино), ул. Ленина (Мишкино)";"Революционная ул. (Мишкино), ул. Ленина (Мишкино), Тракторная ул. (Мишкино), а.д. 80К-004 ""Бирск - Тастуба - Сатка"", а.д. 80К-029 ""Уфа - Бирск - Янаул""";1;1;NULL;NULL
23;110;В. Яркеево - Дюртюли;53,9;Верхнеяркеево АС, Верхнечерекулево, Телепаново, Зитембяк, Исмайлово, Дюртюли АВ;Дюртюли АВ, Исмайлово, Зитембяк, Телепаново, Верхнечерекулево, Верхнеяркеево АС;"Чапаева ул. (Верхнеяркеево), Советская ул. (Верхнеяркеево), Красноармейская ул. (Верхнеяркеево), Коммунистическая ул. (Верхнеяркеево), Дорожная ул. (Верхнеяркеево), а.д. 80Н-298 ""Верхнечерекулево - Кужбахты - Тазеево"", Советская ул. (Итеево), Центральная ул. (Телепаново), а.д. 80Н-298 ""Верхнечерекулево - Кужбахты - Тазеево"", а.д. 80Н-020 ""Дюртюли - Груздевка"", Шоссейная ул. (Кушулево), а.д. 80Н-020 ""Дюртюли - Груздевка"", Комсомольская ул. (Дюртюли), Ленина ул. (Дюртюли), Василия Горшкова ул. (Дюртюли)";"Василия Горшкова ул. (Дюртюли), Ленина ул. (Дюртюли), Комсомольская ул. (Дюртюли), а.д. 80Н-020 ""Дюртюли - Груздевка"", Шоссейная ул. (Кушулево), а.д. 80Н-020 ""Дюртюли - Груздевка"", а.д. 80Н-298 ""Верхнечерекулево - Кужбахты - Тазеево"", Центральная ул. (Телепаново), Советская ул. (Итеево), а.д. 80Н-298 ""Верхнечерекулево - Кужбахты - Тазеево"", Дорожная ул. (Верхнеяркеево), Коммунистическая ул. (Верхнеяркеево), Пушкина ул. (Верхнеяркеево), Советская ул. (Верхнеяркеево), Чапаева ул. (Верхнеяркеево)";1;1;NULL;NULL
24;762;Верхнеяркеево - Нефтекамск;138;Нефтекамск АВ, Арлан, Ангасяк М/Г, Дюртюли АВ, Лаяшты, Ишкарово, Верхнеяркеево АС;Верхнеяркеево АС, Ишкарово, Лаяшты, Дюртюли АВ, Ангасяк М/Г, Арлан, Нефтекамск АВ;"Трактовая ул. (Нефтекамск), Дорожная ул. (Нефтекамск), а.д. 80К-038 ""Дюртюли - Нефтекамск"", Садовая ул. (Дюртюли), Василия Горшкова ул. (Дюртюли), Ленина ул. (Дюртюли), 70-летия Октября ул. (Дюртюли), Магистральная ул. (Дюртюли), а.д. 80Н-058 ""Чекмагуш - Дюртюли"", а.д. М-7 ""Волга"", Чапаева ул. (Верхнеяркеево)";"Чапаева ул. (Верхнеяркеево), а.д. М-7 ""Волга"", а.д. 80Н-058 ""Чекмагуш - Дюртюли"", Магистральная ул. (Дюртюли), 70-летия Октября ул. (Дюртюли), Ленина ул. (Дюртюли), Василия Горшкова ул. (Дюртюли), Садовая ул. (Дюртюли), а.д. 80К-038 ""Дюртюли - Нефтекамск"", Дорожная ул. (Нефтекамск), Трактовая ул. (Нефтекамск)";1;NULL;1;NULL
25;917;Верхнеяркеево - Туймазы;130;Верхнеяркеево АС, Карабашево, Кадырово, Староиликово, Бакалы  АС, Старые Балыклы, Дияшево, Сакатово, Новоюзеево, Верхние Ташлы, Зириклы, Тюменяк, Туймазы АВ;Туймазы АВ, Тюменяк, Зириклы, Верхние Ташлы, Новоюзеево, Сакатово, Дияшево, Старые Балыклы, Бакалы  АС, Староиликово, Кадырово, Карабашево, Верхнеяркеево АС;"Чапаева ул. (Верхнеяркеево), а.д. М-7 ""Волга"", а.д. 80Н-005 ""Бакалы - Верхнеяркеево"", Ленина ул. (Бакалы), Красноармейская ул. (Бакалы), Октябрьская ул. (Бакалы), а.д. 80К-002 ""Белебей - Николаевка - Туймазы - Бакалы"", Горького ул. (Туймазы), Гафурова ул. (Туймазы), Советская ул. (Туймазы), 70 лет Октября ул. (Туймазы)";"70 лет Октября ул. (Туймазы), Советская ул. (Туймазы), Гафурова ул. (Туймазы), Горького ул. (Туймазы), а.д. 80К-002 ""Белебей - Николаевка - Туймазы - Бакалы"", Октябрьская ул. (Бакалы), Красноармейская ул. (Бакалы), Ленина ул. (Бакалы), а.д. 80Н-005 ""Бакалы - Верхнеяркеево"", а.д. М-7 ""Волга"", Чапаева ул. (Верхнеяркеево)";1;1;NULL;NULL
26;107;Дюртюли - Базитамак;36;Дюртюли АВ, Кушулево, пер. Староболтачево, Исмайлово, Зитембяк, Кужбахты, Старонадырово, Татарский Менеуз, Базитамак;Базитамак, Татарский Менеуз, Старонадырово, Кужбахты, Зитембяк, Исмайлово, пер. Староболтачево, Кушулево, Дюртюли АВ;"Василия Горшкова ул. (Дюртюли), Ленина ул. (Дюртюли), Комсомольская ул. (Дюртюли), а.д. 80Н-020 ""Дюртюли - Груздевка"", Шоссейная ул. (Кушулево), а.д. 80Н-020 ""Дюртюли - Груздевка"", а.д. 80Н-295 ""Базимак - а.д. Дюртюли - Груздевка""";"а.д. 80Н-295 ""Базимак - а.д. Дюртюли - Груздевка"", а.д. 80Н-020 ""Дюртюли - Груздевка"", Шоссейная ул. (Кушулево), а.д. 80Н-020 ""Дюртюли - Груздевка"", Комсомольская ул. (Дюртюли), Ленина ул. (Дюртюли), Василия Горшкова ул. (Дюртюли)";1;NULL;1;NULL
